"Name","Disc. Date","mmax","Host Name","R.A.","Dec.","Type","Phot.","Spec.","Radio","X-ray"
"SNLS-03D4dh","2003/09/22","22.46","[AGR2006] J221731.04-173746.9","22:17:31.027,22:17:31.040","-17:37:46.75,-17:37:46.750,-17:37:46.98","Ia","31","1","",""
"SNLS-04D1hy","2004/09/11","22.94","[HSP2005] J022408.67-044952.22","02:24:08.694,02:24:08.678","-04:49:51.86,-04:49:51.860,-04:49:52.22","Ia","31","1","",""
"SNLS-04D1pg","2004/11/13","22.47","[NSB2006] J022704.16-041031.3","02:27:04.159,02:27:04.162","-04:10:31.03,-04:10:31.030,-04:10:31.35","Ia","31","1","",""
"SNLS-04D3nh","2004/06/22","21.48","[HSP2005] J142226.72+522000.92","14:22:26.708,14:22:26.729","+52:20:00.41,+52:20:00.410,+52:20:00.92","Ia","31","1","",""
"SN2006fc","2006/09/11","20.02","SDSS J13446.79+011031.4","21:34:46.800,21:34:46.56,21:34:46.61","+01:10:31.51,+01:10:33.276,+01:10:32.844,+01:10:33.3,+01:10:33.31","Ia","31","1","",""
"SN2006fv","2006/09/11","19.78","SDSS J12137.85+002451.7","01:21:37.86,01:21:37.872,01:21:37.88","+00:24:51.9,+00:24:52.31,+00:24:52.319,+00:24:51.977,+00:24:52.2,+00:24:52.20","Ia","31","1","",""
"SN2006mf","2006/10/15","20.2","A023037-0757","02:30:37.321,02:30:37.32,02:30:37.318","-07:57:04.44,-07:57:04.4,-07:57:04.39,-07:57:04.538","Ia","31","1","",""
"SN2006mh","2006/10/17","21.8","SDSS J11513.33+002357.8","01:15:13.394,01:15:13.392,01:15:13.39,01:15:13.398","+00:23:57.33,+00:23:57.3,+00:23:57.034,+00:23:57.30,+00:23:57.312","Ia?","31","1","",""
"SN2007ma","2007/10/08","19.08","SDSS J04453.81-005948.6","00:44:53.77,00:44:53.736,00:44:53.75","-00:59:48.9,-00:59:49.3944,-00:59:49.6572,-00:59:49.3,-00:59:49.31","Ia","31","1","",""
"SN2007tp","2007/10/10","22.27","A023023-0913","02:30:23.94,02:30:23.940","-09:13:39.8,-09:13:39.79,-09:13:39.85,-09:13:39.846","Ia","31","1","",""
"SNLS-05D3ne","2005/07/13","20.26","SDSS J142102.53+522942.7","14:21:02.987","+52:29:43.58,+52:29:43.580","Ia","31","1","",""
"OGLE-2013-SN-096","2013/10/19","19.6","","05:39:38.80","-60:39:32.1,-60:39:32.19","Ia","31","1","",""
"SN2013en","2013/07/30","16.28","UGC 11369","18:51:37.35","+23:38:20.6,+23:38:20.62","Ia","31","1","",""
"CSS150120:114305+375219","2015/01/20","18.55","","11:43:05.16,11:43:05.12,11:43:05.04","+37:52:18.5,+37:52:18.9,+37:52:18.48","Ia","31","1","",""
"CSS150313:140757-120646","2015/02/22","18.58","","14:07:56.53,14:07:56.52,14:07:56.55,14:07:56.64","-12:06:46.1,-12:06:45.8,-12:06:45.6,-12:06:45.72","Ia","31","1","",""
"CSS151109:101502+074830","2015/11/09","16.3","SDSS J101502.55+074826.7","10:15:02.42,10:15:02.38","+07:48:30.1,+07:48:31.1","Ia","31","1","",""
"OGLE15rw","2015/11/16","19","","06:27:24.94","-67:31:50.0,-67:31:50.1","Ia","31","1","",""
"SN2015ab","2015/07/10","14.7","NGC 938","02:28:32.86,02:28:32.85","+20:17:07.7,+20:17:07.69,+20:17:08.1","Ia","31","1","",""
"SN2016bmc","2016/04/11","16.9","UGC 11409","19:10:37.33,19:10:37.44","+37:39:17.02,+37:39:17.0,+37:39:16.92","Ia","31","1","",""
"SN2016dkf","2016/07/16","17.84","AM 2234-265 NED02","22:37:43.39,22:37:43.390","-26:38:48.19,-26:38:48.10,-26:38:48.1","Ia-91T","31","1","",""
"SN2016gsn","2016/09/29","15.15","2MASXi J0229172+180515","02:29:17.48,02:29:17.480,02:29:17.44,02:29:17.424","+18:05:16.33,+18:05:16.5,+18:05:16.44","Ia","31","1","",""
"SN2017cpu","2017/04/01","17.32","2MASX J14075270+0938281","14:07:52.37,14:07:52.540,14:07:52.54,14:07:52.56","+09:38:29.76,+09:38:31.20,+09:38:31.2,+09:38:31.38","Ia","31","1","",""
"SN2017guc","2017/09/15","18.29","MCG -07-48-26","23:50:49.70,23:50:49.700,23:50:49.68","-38:51:06.79,-38:51:06.48","Ia","31","1","",""
"SN2017ns","2017/01/23","17.03","2MASX J02491020+1436036","02:49:10.36,02:49:10.360,02:49:10.392,02:49:10.38","+14:36:02.48,+14:36:02.52,+14:36:02.7","Ia","31","1","",""
"SN1998dx","1998/09/10","17.27","UGC 11149","18:11:11.89","+49:51:40.7,+49:51:40.72","Ia","30","9","",""
"SN1999ef","1999/10/09","17.32","UGC 607","00:58:46.2,00:58:46.20","+12:44:45,+12:44:44.99,+12:44:45.0","Ia","30","3","",""
"SN2001az","2001/04/27","16.1","UGC 10483","16:34:27.71","+76:01:46.8,+76:01:46.81","Ia","30","6","",""
"SNLS-04D2kr","2004/12/14","22.76","SDSS J100037.43+014243.7","10:00:37.342","+01:42:42.94,+01:42:42.940","Ia","30","1","",""
"SN2006ou","2006/11/22","16.1","UGC 6588","11:37:13.10,11:37:13.039","+15:26:07.3,+15:26:06.59,+15:26:07.30","Ia","30","1","",""
"SN2007kg","2007/09/22","16.95","2MFGC 18005","23:58:37.43,23:58:37.493","+60:59:06.7,+60:59:07.41,+60:59:06.68","Ia","30","2","",""
"SN2007qy","2007/11/05","20.28","A015515+0038","01:55:15.28,01:55:15.288,01:55:15.264","+00:38:35.2,+00:38:34.861,+00:38:35.20","Ia","30","1","",""
"SN2007tq","2007/10/16","19.78","A022923-0752","02:29:23.34,02:29:23.344,02:29:23.345","-07:52:27.7,-07:52:27.70,-07:52:27.68,-07:52:27.686","Ia","30","2","",""
"SN2007ud","2007/11/07","22.21","A023013-0915","02:30:13.15,02:30:13.148,02:30:13.145","-09:15:39.4,-09:15:39.38,-09:15:39.45,-09:15:39.519","Ia","30","1","",""
"SN2008ai","2008/02/13","17.7","CGCG 184-039","10:57:39.97,10:57:39.957,10:57:39.96","+37:39:41.9,+37:39:41.40,+37:39:41.90,+37:39:41.5","Ia","30","3","",""
"SNLS-05D2cb","2005/02/12","22.54","SDSS J095924.60+021941.0","09:59:24.581,09:59:24.592","+02:19:41.45,+02:19:41.450,+02:19:41.34","Ia","30","1","",""
"SNLS-05D4ef","2005/09/22","22.95","","22:13:59.305","-18:12:44.44,-18:12:44.440","Ia","30","1","",""
"OGLE-2013-SN-070","2013/09/10","17.89","","00:45:14.41","-66:19:50.6","Ia","30","1","",""
"PTF10duz","2010/03/05","18","","12:51:39.50,12:51:39.6,12:51:40.03","+14:26:18.7,+14:26:18.6,+14:26:29.4","Ia","30","1","",""
"SN2010A","2010/01/04","15.1","UGC 2019","02:32:39.46,02:32:39.459","+00:37:10.2,+00:37:09.90,+00:37:10.20","Ia","30","1","",""
"SN2014I","2014/01/17","15.88","ESO 487-G36","05:42:19.80","-25:32:39.9,-25:32:39.91","Ia","30","1","",""
"CSS151120:044526-190158","2015/11/20","18","","04:45:25.70,04:45:25.71","-19:01:57.5","Ia","30","1","",""
"OGLE15kk","2015/09/30","18.95","","23:42:17.74","-67:58:00.0,-67:58:00.1","Ia","30","1","",""
"SN2016atv","2016/03/04","17.5","2MASX J13115013-0852260","13:11:49.79,13:11:49.78","-08:52:24.46,-08:52:24.4","Ia","30","1","",""
"SN2016cpy","2016/06/03","16.42","UGC 9523","14:47:06.55,14:47:06.550,14:47:06.24,14:47:06.48","+11:35:41.64,+11:35:41.28,+11:35:42","Ia","30","1","",""
"SN2016ffh","2016/08/17","15.81","CGCG 249-011","15:11:49.48,15:11:49.480,15:11:49.44","+46:15:03.22,+46:15:03.24,+46:15:03.2","Ia","30","2","",""
"SN2016gko","2016/09/20","17.24","","17:20:57.55,17:20:57.557,17:20:57.6","+24:54:35.28","Ia","30","1","",""
"SN2016hqf","2016/10/30","17.77","2MASX J22332338-0121266","22:33:22.67,22:33:22.670","-01:21:25.39,-01:21:25.3","Ia","30","1","",""
"SN2016sl","2016/01/18","16.5","CGCG 065-023","10:24:07.21,10:24:07.22","+13:36:57.3,+13:36:57.32","Ia","30","1","",""
"SN2016W","2016/01/20","15.9","NGC 946","02:30:39.69","+42:14:08.90,+42:14:08.9","Ia","30","1","",""
"SN2017ms","2017/01/21","15.77","SDSS J102641.99+364053.2","10:26:42.37,10:26:42.370,10:26:42.48,10:26:42.35","+36:40:50.62,+36:40:49.8","Ia","30","2","",""
"SN2003it","2003/10/13","16.1","UGC 40","00:05:48.47","+27:27:09.6,+27:27:09.61","Ia","29","15","",""
"SNLS-03D4dy","2003/09/28","22.32","[AGR2006] J221450.51-175723.2","22:14:50.526,22:14:50.513","-17:57:23.32,-17:57:23.320,-17:57:23.24","Ia","29","1","",""
"SNLS-04D2ac","2004/01/29","21.53","","10:00:18.882,10:00:18.924,10:00:18.923","+02:41:21.34,+02:41:21.340,+02:41:21.45,+02:41:21.63","Ia","29","1","",""
"SNLS-04D4ib","2004/09/19","22.62","","22:16:41.713","-18:06:18.32,-18:06:18.320","Ia","29","1","",""
"SN2006fk","2006/09/11","20.66","A220101+0042","22:01:01.33,22:01:01.44,22:01:01.2","+00:42:58.5,+00:42:58.46,+00:42:58.1,+00:42:58.50","Ia","29","1","",""
"SN2006sb","2006/11/12","20.8","A020630-0405","02:06:30.310,02:06:30.31,02:06:30.312","-04:05:30.60,-04:05:30.6,-04:05:30.59,-04:05:30.553","Ia","29","1","",""
"SN2006sq","2006/11/24","20.24","A020711-0357","02:07:11.629,02:07:11.63,02:07:11.62,02:07:11.267","-03:57:10.93,-03:57:10.9,-03:57:10.91,-03:57:07.942","Ia","29","2","",""
"SN2006tg","2006/11/28","22.25","A020414-0440","02:04:14.171,02:04:14.17,02:04:14.168","-04:40:18.67,-04:40:18.7,-04:40:18.70,-04:40:18.623","Ia","29","1","",""
"SN2007jl","2007/09/03","20.95","SDSS J12917.10-010010.1","21:29:17.04,21:29:16.8,21:29:16.94","-01:00:10.1,-01:00:11.808,-01:00:11.448,-01:00:11.5,-01:00:11.48","Ia","29","1","",""
"SN2007qs","2007/11/04","20.66","A031146+0005","03:11:46.03,03:11:46.032,03:11:46.008","+00:05:30.9,+00:05:30.88,+00:05:30.6,+00:05:30.91","Ia","29","1","",""
"SN2007rd","2007/10/30","20.76","SDSS J04701.18-000555.9","20:47:01.094,20:47:00.96,20:47:01.2,20:47:01.09","-00:05:57.59,-00:05:57.804,-00:05:57.588,-00:05:57.5808,-00:05:57.8076,-00:05:57.6","Ia","29","1","",""
"SNLS-05D2bt","2005/02/01","22.72","COSMOS 2252447","10:01:40.244","+02:33:58.18,+02:33:58.180","Ia","29","1","",""
"OGLE-2013-SN-147","2013/12/24","19","","05:48:57.86","-66:40:15.7","Ia Pec","29","1","",""
"PTF10vqv","2010/09/16","19.68","","03:03:06.80,03:03:06.84,03:03:06.859","-01:32:34.9,-01:32:35.42","SLSN-I","29","1","",""
"ASASSN-15kx","2015/06/10","14.9","MCG +06-49-01","22:16:11.810,22:16:11.81,22:16:11.76","+37:28:26.12,+37:28:26.1,+37:28:26.04","Ia","29","1","",""
"OGLE15rc","2015/11/14","18.65","","04:59:27.51,04:59:27.504","-60:16:46.5,-60:16:46.6,-60:16:46.56","Ia","29","1","",""
"SN2016cby","2016/04/27","16.7","2MASX J10200192+5627397","10:20:01.72,10:20:01.68","+56:27:39.74,+56:27:39.7,+56:27:39.6","Ia","29","1","",""
"SN2016czc","2016/07/07","17.11","2MASX J13590394+3308172","13:59:04.46,13:59:04.456,13:59:04.56","+33:08:20.30,+33:08:20.4","Ia-91T","29","1","",""
"SN2016esh","2016/08/07","17.26","2MASXi J1604144+164124","16:04:14.35,16:04:14.350,16:04:14.4","+16:41:24.07,+16:41:24.72","Ia","29","1","",""
"SN2016glz","2016/09/23","17.03","","00:05:53.59,00:05:53.597","+08:25:48.58,+08:25:48.36","Ia","29","1","",""
"SN2016iks","2016/11/20","17.55","","23:07:21.53,23:07:21.472,23:07:21.6","+02:54:28.22,+02:54:28.37,+02:54:28.224,+02:54:28.296","Ia-02ic-like","29","1","",""
"SN2016iuh","2016/12/09","16.17","UGC 7367","12:19:31.44,12:19:31.440,12:19:31.46","+49:49:04.26,+49:49:04.08,+49:49:04.2","Ia-91bg","29","1","",""
"SN2017zd","2017/01/26","16.35","","13:32:42.09,13:32:42.090","-21:48:04.35","Ia","29","1","",""
"SN2003ae","2003/01/23","17.1","2MASX J09282257+2726402","09:28:22.60,09:28:22.58,09:28:22.588","+27:26:40.7,+27:26:40.70,+27:26:40.79","Ia","28","6","",""
"SNLS-03D1aw","2003/09/23","22.65","[AGR2006] J022414.78-043101.6","02:24:14.792,02:24:14.780,02:24:14.786","-04:31:01.77,-04:31:01.770,-04:31:01.61","Ia","28","1","",""
"SNLS-03D1bk","2003/09/28","23.23","VVDS 020209246","02:26:27.414,02:26:27.410,02:26:27.412","-04:32:12.12,-04:32:12.120,-04:32:11.99,-04:32:11.95","Ia","28","1","",""
"SNLS-04D1ks","2004/10/09","23","","02:24:09.516","-04:58:43.40,-04:58:43.400","Ia","28","1","",""
"SNLS-04D4an","2004/07/10","23.1","[AGR2006] J221557.11-174143.9","22:15:57.101,22:15:57.119","-17:41:43.81,-17:41:43.810,-17:41:43.93","Ia","28","1","",""
"SNLS-04D4jr","2004/10/18","21.97","[NSB2006] J221414.33-172100.9","22:14:14.320,22:14:14.335","-17:21:00.78,-17:21:00.780,-17:21:00.93","Ia","28","2","",""
"SNLS-04D4ju","2004/10/09","22.85","[NSB2006] J221702.73-171958.3","22:17:02.726,22:17:02.733","-17:19:58.13,-17:19:58.130,-17:19:58.34","Ia","28","1","",""
"ESSENCEr185","2006/10/31","20.4","SDSS J11148.25-002948.7","01:11:48.245,01:11:48.24,01:11:48.216,01:11:48.238","-00:29:49.46,-00:29:49.5672,-00:29:49.7652,-00:29:49.579","Ia","28","1","",""
"SN2005ao","2005/03/07","16.6","NGC 6462","17:44:49.64,17:44:49.68","+61:54:28.1,+61:54:28.44,+61:54:28.12","Ia","28","5","",""
"SN2006fi","2006/08/28","20.22","SDSS J21950.55+000125.3","22:19:50.26,22:19:50.16","+00:01:27.8,+00:01:28,+00:01:27.7,+00:01:27.74,+00:01:27.81,+00:01:27.80","Ia","28","1","",""
"SN2006on","2006/11/11","18.66","SDSS J15558.49-010412.9","21:55:58.50,21:55:58.56,21:55:58.49","-01:04:13.0,-01:04:12.72,-01:04:12.828,-01:04:12.7,-01:04:12.68","Ia","28","1","",""
"SN2007bz","2007/04/22","15.8","IC 3918","12:56:53.77","+22:22:22.1,+22:22:22.12","Ia","28","2","",""
"SN2007jw","2007/09/14","19.96","SDSS J20232.75-010523.8","02:02:32.74,02:02:32.736","-01:05:21.0,-01:05:21.264,-01:05:21.084,-01:05:21.01","Ia","28","1","",""
"SN2007nf","2007/10/08","20.19","SDSS J10326.60+001953.8","01:03:26.600,01:03:26.448,01:03:26.472,01:03:26.47","+00:19:53.83,+00:19:52.64,+00:19:53.018,+00:19:53.0,+00:19:53.00","Ia","28","1","",""
"SN2007R","2007/01/26","15.8","UGC 4008","07:46:37.53","+44:47:22.1,+44:47:22.09","Ia","28","1","",""
"SN2007ti","2007/10/08","22.19","A021009-0439","02:10:09.84,02:10:09.837,02:10:09.836","-04:39:49.3,-04:39:49.28,-04:39:49.31,-04:39:49.342","Ia","28","2","",""
"SN2007ub","2007/11/07","22.07","A020724-0351","02:07:24.14,02:07:24.136,02:07:24.132","-03:51:55.2,-03:51:55.19,-03:51:55.20,-03:51:55.226","Ia","28","2","",""
"SN2007uj","2007/11/15","21","A023319-0832","02:33:19.03,02:33:19.034,02:33:19.036","-08:32:30.2,-08:32:30.19,-08:32:30.21,-08:32:30.217","Ia","28","1","",""
"SNLS-05D1er","2005/10/27","23.29","XMM:[RBO2008] ir 00071187","02:25:41.457","-04:00:16.33,-04:00:16.330","Ia","28","1","",""
"SNLS-05D3cx","2005/04/09","22.74","","14:21:06.542","+52:45:01.83,+52:45:01.830","Ia","28","1","",""
"SNLS-05D4ay","2005/07/01","22.96","","22:14:33.191","-17:46:03.62,-17:46:03.620","Ia","28","2","",""
"SNLS-05D4ev","2005/09/10","23.34","","22:13:30.424","-17:42:02.83,-17:42:02.830","Ia","28","1","",""
"SNLS-06D4cl","2006/07/20","23.34","","22:16:57.053","-17:27:02.28,-17:27:02.280","Ia","28","1","",""
"ASASSN-13dd","2013/09/24","13.9","NGC 2765","09:07:36.75,09:07:36.72","+03:23:39.7,+03:23:38.652,+03:23:38.976","Ia","28","1","",""
"LSQ12gzm","2012/12/04","18.4","","02:40:44.0,02:40:43.61","-34:44:26,-34:44:25.87,-34:44:26.0","Ia","28","1","",""
"OGLE-2013-SN-118","2013/11/17","19.01","","05:14:47.50","-66:50:29.1,-66:50:29.13","Ia","28","7","",""
"SN2010dm","2010/05/28","17.07","A121133+4716","12:11:33.36,12:11:33.322,12:11:33.31,12:11:33.319,12:11:33.320","+47:16:28.56,+47:16:29.36,+47:16:29.1,+47:16:29.10,+47:16:29.33","Ia","28","4","",""
"SN2014ek","2014/10/18","17.07","UGC 12850","23:56:06.55","+29:22:42.3,+29:22:42.30","Ia","28","1","",""
"ASASSN-15mi","2015/07/06","16.52","MRK 283a","14:03:15.750,14:03:15.75,14:03:15.6","+41:36:14.36,+41:36:14.4,+41:36:11.88","Ia Pec","28","1","",""
"Gaia15agm","2015/06/01","16.96","","23:55:56.69,23:55:56.64","-43:43:26.8,-43:43:26.76","Ia","28","1","",""
"SN2016ad","2016/01/08","17.93","SDSS J091640.82+221752.2","09:16:40.73","+22:17:52.8,+22:17:52.80","Ia","28","1","",""
"SN2016gmg","2016/09/23","18.06","2MASX J21234100+3307075","21:23:41.85,21:23:41.850,21:23:41.76","+33:06:52.56,+33:06:52.92","Ia","28","1","",""
"SN2016hbj","2016/10/06","20.61","2MASX J00182379+1641233","00:18:23.82,00:18:23.820,00:18:23.81","+16:41:32.95,+16:41:32.8","Ia","28","1","",""
"SN2016J","2015/12/28","16.85","","05:47:45.39,05:47:45.38,05:47:45.384","+53:36:32.4,+53:36:32.26,+53:36:32.3","Ia","28","1","",""
"SN2017awk","2017/02/16","15.81","UGC 11128","18:09:20.87,18:09:20.870,18:09:20.64","+18:17:56.29,+18:17:53.52","Ia","28","1","",""
"SN2017exo","2017/06/24","16.7","IRAS 18294+1636","18:31:41.90,18:31:41.813,18:31:41.76","+16:39:07.34,+16:39:05.21,+16:39:05.04,+16:39:05.4","Ia","28","1","",""
"SN2017lc","2017/01/11","18.18","","09:44:25.70,09:44:25.705,09:44:25.68","-18:32:54.02,-18:32:53.88","Ia","28","1","",""
"SN2001ex","2001/10/16","17","UGC 3595","06:55:59.89","+55:24:03.0,+55:24:02.99","Ia","27","23","",""
"SN2003hu","2003/09/06","18","A191131+7753","19:11:31.40","+77:53:35.2,+77:53:35.20","Ia","27","6","",""
"SN2003jt","2003/10/24","21.81","A023154-0835","02:31:54.60,02:31:54.608,02:31:54.595","-08:35:48.4,-08:35:48.43,-08:35:48.41,-08:35:48.49,-08:35:48.609","Ia","27","1","",""
"SNLS-04D1iv","2004/09/20","23.32","","02:24:48.051","-04:09:09.21,-04:09:09.210","Ia","27","1","",""
"SNLS-04D3nc","2004/07/12","23.15","[HSP2005] J141618.22+521626.09","14:16:18.219,14:16:18.224","+52:16:25.69,+52:16:25.690,+52:16:26.09","Ia","27","1","",""
"SNLS-04D4bk","2004/07/10","23.11","[AGR2006] J221507.68-180336.7","22:15:07.704,22:15:07.681","-18:03:36.99,-18:03:36.990,-18:03:36.79","Ia","27","1","",""
"SN2006ak","2006/02/17","15.8","2MASX J11093314+2837393","11:09:32.83","+28:37:50.3,+28:37:50.30","Ia","27","2","",""
"SN2006fb","2006/08/27","20.79","SDSS J33551.18-001035.7","23:35:51.51,23:35:51.6,23:35:51.36","-00:10:37.6,-00:10:37.596,-00:10:38.064,-00:10:37.5816,-00:10:38.0748,-00:10:37.60","Ia","27","1","",""
"SN2006jy","2006/10/04","20.51","SDSS J10256.34+001058.8","01:02:56.35,01:02:56.328,01:02:56.34","+00:10:58.9,+00:10:59.12,+00:10:58.87,+00:10:59.113,+00:10:58.858,+00:10:59.2,+00:10:59.20","Ia","27","1","",""
"SN2006mb","2006/10/13","21.3","A023054-0857","02:30:54.302,02:30:54.30,02:30:54.298","-08:57:42.06,-08:57:42.1,-08:57:42.08,-08:57:42.078","Ia","27","1","",""
"SN2007cb","2007/04/27","16.8","ESO 510-G31","13:58:17.20,13:58:17.199","-23:22:20.7,-23:22:21.68,-23:22:20.71","Ia","27","1","",""
"SN2007cc","2007/04/27","15.8","ESO 578-G26","14:08:41.98,14:08:42.050","-21:35:49.8,-21:35:47.50,-21:35:48.4,-21:35:48.41","Ia","27","1","",""
"SN2007hu","2007/09/09","17.3","NGC 6261","16:56:29.96,16:56:29.887","+27:58:40.4,+27:58:39.75,+27:58:40.40","Ia","27","4","",""
"SN2007lh","2007/09/22","20.96","SDSS J10851.95+011152.0","01:08:52.02,01:08:52.008","+01:11:52.4,+01:11:51.972,+01:11:52.368,+01:11:52.40","Ia","27","1","",""
"SN2007mv","2007/09/22","20.9","SDSS J03537.64+002210.1","00:35:37.668,00:35:37.37,00:35:37.3752,00:35:37.368","+00:22:10.29,+00:22:11.89,+00:22:12.126,+00:22:11.888,+00:22:12.1,+00:22:12.11","Ia","27","1","",""
"SN2007qd","2007/10/31","20.2","SDSS J20932.72-005959.7","02:09:33.552,02:09:33.56","-01:00:02.232,-01:00:02.2,-01:00:02.448,-01:00:02.20","Ia","27","1","",""
"SN2007ql","2007/10/31","20.68","SDSS J12943.71+002640.8","21:29:43.66,21:29:43.68","+00:26:40.6,+00:26:40.643,+00:26:40.438,+00:26:40.60","Ia","27","1","",""
"SN2007se","2007/11/12","20.36","A221237+0047","22:12:37.200,22:12:37.2,22:12:37.10","+00:47:49.37,+00:47:48.196,+00:47:47.922,+00:47:48.2,+00:47:48.19","Ia","27","1","",""
"SN2007uf","2007/11/11","22.2","A020630-0409","02:06:30.88,02:06:30.884,02:06:30.881","-04:09:55.0,-04:09:55.01,-04:09:55.03,-04:09:55.047","Ia","27","1","",""
"SN2007ui","2007/11/13","22.11","A023457-0804","02:34:57.12,02:34:57.120,02:34:57.445","-08:04:00.2,-08:04:00.19,-08:04:00.20,-08:03:57.919","Ia","27","1","",""
"SNLS-05D2dw","2005/03/17","21.8","[NSB2006] J095832.05+020156.3","09:58:32.070,09:58:32.058","+02:01:56.07,+02:01:56.070,+02:01:56.36","Ia","27","1","",""
"SNLS-05D2ei","2005/04/12","21.45","[NSB2006] J100139.10+014912.0","10:01:39.116,10:01:39.103","+01:49:11.83,+01:49:11.830,+01:49:12.02","Ia","27","1","",""
"SNLS-05D2le","2005/12/01","22.93","","10:01:54.876","+02:05:34.48,+02:05:34.480","Ia","27","1","",""
"iPTF14jfs","2014/12/22","18.95","2MASX J07570294+2624375","07:57:03.20,07:57:03.19","+26:24:45.5,+26:24:45.4","Ia","27","1","",""
"OGLE-2013-SN-136","2013/12/02","19.24","","04:55:46.85","-64:51:20.4","Ia","27","1","",""
"OGLE15ng","2015/10/17","18.32","","00:22:19.88,00:22:19.89","-75:12:26.3,-75:12:26.4","Ia","27","1","",""
"OGLE17ory","2017/09/15","17.25","LEDA 286149","00:56:07.61,00:56:07.580,00:56:07.608","-68:23:33.36,-68:23:33.20","II","27","1","",""
"PSN J20435314+1230304","2015/07/11","16","NGC 6956","20:43:53.14","+12:30:30.4","Ia","27","1","",""
"SN2016etf","2016/08/03","18.77","2MASX J22040319-1013059","22:04:03.14,22:04:03.140,22:04:03.13","-10:13:05.59,-10:13:05.6","Ia","27","1","",""
"SN1997fc","1997/12/31","17.6","Abell 3301","04:59:58.81","-38:55:04.3,-38:55:04.30","Ia","26","1","",""
"SN2003jy","2003/10/30","21.52","A021053-0425","02:10:53.98,02:10:53.988,02:10:53.987","-04:25:49.8,-04:25:49.76,-04:25:49.80,-04:25:49.89,-04:25:49.436","Ia","26","1","",""
"SN2003kn","2003/11/21","20.99","A020915-0335","02:09:15.55,02:09:15.558,02:09:15.549","-03:35:41.4,-03:35:41.38,-03:35:41.39,-03:35:41.49,-03:35:41.010","Ia","26","1","",""
"SN2004fh","2004/10/09","20.67","A232827-0836","23:28:27.20,23:28:27.197","-08:36:55.2,-08:36:55.17,-08:36:55.19,-08:36:55.071","Ia","26","1","",""
"SN2004hl","2004/12/07","21.28","A011338-0027","01:13:38.17,01:13:38.174,23:26:46.120","-00:27:39.0,-00:27:39.03,-00:27:38.99,-00:27:39.045,-08:45:42.405","Ia","26","2","",""
"SNLS-03D1ar","2003/09/26","22.9","[NSB2006] J022714.68-041905.0","02:27:14.669,02:27:14.680","-04:19:04.75,-04:19:04.750,-04:19:05.05","Ia","26","1","",""
"SNLS-04D1pp","2004/11/12","23.03","VVDS:[RBO2008] ir 00044242","02:25:12.478","-04:42:05.70,-04:42:05.700","Ia","26","1","",""
"SNLS-04D1qd","2004/11/17","23.08","VVDS:[RBO2008] ir 00062666","02:26:33.075","-04:06:25.84,-04:06:25.840","Ia","26","1","",""
"SNLS-04D2bt","2004/03/18","20.98","","09:59:32.74,09:59:32.694,09:59:32.739,09:59:32.725","+02:14:52.8,+02:14:52.990,+02:14:53.22,+02:14:53.07","Ia","26","1","",""
"SNLS-04D2fs","2004/04/13","21.75","[AGR2006] J100022.11+014555.7","10:00:22.086,10:00:22.110","+01:45:55.43,+01:45:55.430,+01:45:55.64,+01:45:55.70","Ia","26","1","",""
"SNLS-04D3cp","2004/04/22","22.85","[AGR2006] J142023.95+524915.4","14:20:23.918,14:20:23.954","+52:49:15.36,+52:49:15.360,+52:49:15.45","Ia","26","1","",""
"SNLS-04D3fq","2004/04/26","22.92","[HSP2005] J141657.90+522246.53","14:16:57.885,14:16:57.906,14:16:57.902","+52:22:46.10,+52:22:46.100,+52:22:46.53,+52:22:46.46","Ia","26","1","",""
"ESSENCEm057","2005/09/28","21.46","","02:10:56.77,02:10:56.774","-04:27:29.9,-04:27:29.90,-04:27:29.962","Ia","26","1","",""
"SN2006sg","2006/11/14","21.87","A020813-0346","02:08:13.041,02:08:13.04","-03:46:21.93,-03:46:21.9,-03:46:21.90,-03:46:21.937","Ia","26","1","",""
"SNLS-05D1if","2005/11/30","22.97","","02:24:29.729","-04:34:13.22,-04:34:13.220","Ia","26","1","",""
"SNLS-05D2dy","2005/03/15","22.05","[NSB2006] J100058.08+021059.5","10:00:58.098,10:00:58.083","+02:10:59.16,+02:10:59.160,+02:10:59.52","Ia","26","1","",""
"SNLS-05D2nt","2005/12/25","23","","10:00:58.229","+02:22:21.83,+02:22:21.830","Ia","26","1","",""
"SNLS-05D4ag","2005/07/10","22.85","","22:13:47.425","-18:09:54.95,-18:09:54.950","Ia","26","1","",""
"SNLS-05D4bi","2005/07/06","22.77","","22:15:56.550","-17:59:09.85,-17:59:09.850","Ia","26","1","",""
